Sample,Group,AMR Gene Family,Drug Class,RPKM
368259776,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.546895
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.010611
368259776,aminoglycoside antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,2.389898
368259776,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,0.643873
368259776,penam,CARB beta-lactamase,penam,0.613127
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,2.792729
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,2.498033
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,3.611865
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,1.198412
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,0.229526
368259776,Multi-drug resistance,ACT beta-lactamase,carbapenem; cephalosporin; cephamycin; penam,0.231929
368259776,Multi-drug resistance,MOX beta-lactamase,cephalosporin; cephamycin; penam,1.038245
368259776,Multi-drug resistance,MOX beta-lactamase,cephalosporin; cephamycin; penam,0.231324
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,0.999213
368259776,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,1.423244
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,11.17092
368259776,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic; disinfecting agents and antiseptics,2.055083
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; penam,0.146684
368259776,aminoglycoside antibiotic,ANT(6),aminoglycoside antibiotic,0.319844
368259776,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,1.68222
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.319844
368259776,cephalosporin,L1 family beta-lactamase,cephalosporin,1.047599
368259776,nucleoside antibiotic,streptothricin acetyltransferase (SAT),nucleoside antibiotic,0.734229
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,4.455305
368259776,lincosamide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,lincosamide antibiotic,0.599528
368259776,Multi-drug resistance,MOX beta-lactamase,cephalosporin; cephamycin; penam,0.230721
368259776,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,3.006683
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,4.9322
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,2.480714
368259776,macrolide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,0.225437
368259776,fluoroquinolone antibiotic,quinolone resistance protein (qnr),fluoroquinolone antibiotic,0.412079
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; aminoglycoside antibiotic,1.309314
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.959533
368259776,Multi-drug resistance,lsa-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic,0.269565
368259776,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.363102
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,2.042128
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,1.734103
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,5.340949
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.511136
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.322171
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,3.173242
368259776,nucleoside antibiotic,tunicamycin resistance protein,nucleoside antibiotic,0.22373
368259776,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,2.561005
368259776,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.138217
368259776,peptide antibiotic,undecaprenyl pyrophosphate related proteins,peptide antibiotic,0.808366
368259776,aminoglycoside antibiotic,APH(3''),aminoglycoside antibiotic,24.46333
368259776,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,2.41785
368259776,fluoroquinolone antibiotic,quinolone resistance protein (qnr),fluoroquinolone antibiotic,0.404552
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,1.422428
368259776,cephamycin,CfxA beta-lactamase,cephamycin,1.513301
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,0.459051
368259776,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,4.602437
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,0.692163
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; penam,1.119905
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,14.25843
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.196446
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,1.355012
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.345183
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,4.893925
368259776,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.644341
368259776,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,9.81295
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,26.86183
368259776,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.637388
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.510175
368259776,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,0.259055
368259776,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,6.349446
368259776,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,0.392022
368259776,fluoroquinolone antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,2.195322
368259776,fluoroquinolone antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,1.203354
368259776,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,6.255889
368259776,Multi-drug resistance,NDM beta-lactamase,carbapenem; cephalosporin; cephamycin; penam,0.326926
368259776,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,2.104177
368259776,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.325724
368259776,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,1.002228
368259776,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,0.960029
368259776,tetracycline antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,tetracycline antibiotic,2.894502
368259776,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.276865
368259776,peptide antibiotic,defensin resistant mprF,peptide antibiotic,0.05169
368259776,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,2.653293
368259776,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,2.233536
368259776,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,4.534488
368259776,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,14.21586
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,2.143474
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,2.527901
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,16.14778
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,12.99827
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,0.630263
368259776,phenicol antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,0.688577
368259776,phenicol antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,2.093177
368259776,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,0.900986
368259776,macrolide antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,0.434299
368259776,Multi-drug resistance,sal-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,0.326926
368259776,Multi-drug resistance,non-erm 23S ribosomal RNA methyltransferase (G748),macrolide antibiotic; lincosamide antibiotic,1.565317
368259776,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,0.210945
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,0.364596
368259776,aminoglycoside antibiotic,kdpDE,aminoglycoside antibiotic,3.136174
368259776,aminoglycoside antibiotic,AAC(3),aminoglycoside antibiotic,0.6174
368259776,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,0.579065
368259776,fluoroquinolone antibiotic,quinolone resistance protein (qnr),fluoroquinolone antibiotic,0.412079
368259776,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,penam; tetracycline antibiotic,5.429578
368259776,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,1.68222
368259776,aminoglycoside antibiotic,ANT(4'),aminoglycoside antibiotic,1.918437
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic,1.469082
368259776,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic,2.61323
368259776,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.956082
368259776,Multi-drug resistance,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; rifamycin antibiotic,0.538349
368259776,nitroimidazole antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,3.039345
368259776,Multi-drug resistance,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic; disinfecting agents and antiseptics,0.095266
