COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Reference	p_Chennai	N_Reference	N_Chennai
2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	0	1	1	NA	COG0654	GC_00001655, GC_00001984, GC_00003278, GC_00005578, GC_00005864, GC_00007816	1	1	20	11
PepSY-associated TM region (PiuB) (PUBMED:15124630)	0	1	1	NA	COG3182	GC_00002328, GC_00002414, GC_00003636, GC_00003655, GC_00004682, GC_00004709, GC_00007553	1	1	20	11
Outer membrane murein-binding lipoprotein Lpp (Lpp) (PDB:1EQ7)	0	1	1	NA	COG4238	GC_00000702	1	1	20	11
Anthranilate/para-aminobenzoate synthases component I (TrpE) (PDB:1I1Q)	0	1	1	NA	COG0147	GC_00001786, GC_00001922	1	1	20	11
NYN domain, predicted PIN-related RNAse, tRNA/rRNA maturation (LabA) (PDB:2QIP)	0	1	1	NA	COG1432	GC_00001351, GC_00003143, GC_00004055, GC_00005557, GC_00007087	1	1	20	11
Uncharacterized conserved protein, DUF488 family	0	1	1	NA	COG5483	GC_00001117	1	1	20	11
DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain (ARO8) (PDB:2R2N)	0	1	1	NA	COG1167	GC_00001556, GC_00001964, GC_00002203, GC_00002691, GC_00005735, GC_00005939, GC_00007183	1	1	20	11
Porphobilinogen deaminase (HemC) (PDB:1AH5)	0	1	1	NA	COG0181	GC_00001430	1	1	20	11
Predicted selenoprotein, Rdx family (PDB:2FA8)	0	1	1	NA	COG3526	GC_00001586	1	1	20	11
Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)	0	1	1	NA	COG2259	GC_00001286, GC_00007783	1	1	20	11
50S ribosomal subunit-associated GTPase HflX (HflX) (PDB:2QTF) (PUBMED:22905870)	0	1	1	NA	COG2262	GC_00001463	1	1	20	11
Predicted permease, AEC (auxin efflux carrier) family (YfdV)	0	1	1	NA	COG0679	GC_00000144, GC_00000241, GC_00000833, GC_00000953, GC_00000983	1	1	20	11
23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ (RlmE) (PDB:1EIZ) (PUBMED:10769117)	0	1	1	NA	COG0293	GC_00000356	1	1	20	11
Protein-S-isoprenylcysteine O-methyltransferase Ste14 (STE14) (PDB:5V7P)	0	1	1	NA	COG2020	GC_00000209, GC_00003873	1	1	20	11
Broad specificity phosphatase PhoE (PhoE) (PDB:1EBB)	0	1	1	NA	COG0406	GC_00001257, GC_00001284, GC_00001893, GC_00002402, GC_00004795	1	1	20	11
Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme (IlvB) (PDB:1BFD)	0	1	1	NA	COG0028	GC_00002243, GC_00002645, GC_00006497, GC_00006522	1	1	20	11
Glycine cleavage system protein H (lipoate-binding) (GcvH) (PDB:1DXM)	0	1	1	NA	COG0509	GC_00001909, GC_00002239	1	1	20	11
Dihydropteroate synthase (FolP) (PDB:1AD1)	0	1	1	NA	COG0294	GC_00001661, GC_00004215	1	1	20	11
Proteobacterial HemX domain, involved in 2-ketogluconate production (unrelated to B. subtilis HemX, COG0755, no evidence of involvement in heme biosynthesis) (HemX) (PUBMED:26256849)	0	1	1	NA	COG2959	GC_00001035	1	1	20	11
Pyrimidine operon attenuation protein PyrR/uracil phosphoribosyltransferase (PyrR) (PDB:1A3C)	0	1	1	NA	COG2065	GC_00001235	1	1	20	11
Na+-translocating ferredoxin:NAD+ oxidoreductase  RNF, RnfD subunit (RnfD)	0	1	1	NA	COG4658	GC_00001438, GC_00003900	1	1	20	11
Redox-sensitive bicupin YhaK, pirin superfamily (YhaK) (PDB:1J1L) (PUBMED:18561187)	0	1	1	NA	COG1741	GC_00002329, GC_00003613	1	1	20	11
HD-like signal output (HDOD) domain, no enzymatic activity (HDOD) (PDB:1VQR)!!!Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains (RpfG)	0	1	1	NA	COG1639!!!COG3437	GC_00000115	1	1	20	11
NADP-dependent 3-hydroxy acid dehydrogenase YdfG (YdfG) (PDB:3P19)	0	1	1	NA	COG4221	GC_00000157, GC_00001220, GC_00001406	1	1	20	11
Peptodoglycan polymerase FtsW/RodA/SpoVE (FtsW) (PDB:6BAR) (PUBMED:30692671)	0	1	1	NA	COG0772	GC_00000765, GC_00001131	1	1	20	11
Lipid II flippase MurJ/MviN (peptidoglycan biosynthesis) (MurJ) (PDB:5T77) (PUBMED:25013077)	0	1	1	NA	COG0728	GC_00001415, GC_00001476	1	1	20	11
tRNA(Arg) A34 adenosine deaminase TadA (TadA) (PDB:2A8N)	0	1	1	NA	COG0590	GC_00001667, GC_00002163	1	1	20	11
ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	0	1	1	NA	COG3839	GC_00000183, GC_00001199, GC_00003419	1	1	20	11
Uncharacterized membrane protein YjdF (YjdF)	0	1	1	NA	COG3647	GC_00001752	1	1	20	11
Penicillin-binding protein 1B/1F, peptidoglycan  transglycosylase/transpeptidase (MrcB) (PDB:3FWL)	0	1	1	NA	COG0744	GC_00001194, GC_00001762, GC_00003376, GC_00007558	1	1	20	11
Lipid A disaccharide synthetase (LpxB) (PDB:5W8N)	0	1	1	NA	COG0763	GC_00001325	1	1	20	11
Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family (YibQ) (PDB:2NLY)	0	1	1	NA	COG2861	GC_00001686	1	1	20	11
tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC (TsaC) (PDB:1HRU)	0	1	1	NA	COG0009	GC_00000853, GC_00001431	1	1	20	11
RNA-binding protein YhbY (YhbY) (PDB:1JO0)	0	1	1	NA	COG1534	GC_00000957	1	1	20	11
Heme-binding membrane subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases (MsrQ) (PUBMED:26641313)	0	1	1	NA	COG2717	GC_00001324	1	1	20	11
Glycine cleavage system regulator GcvR (GcvR) (PDB:1U8S)	0	1	1	NA	COG2716	GC_00000395, GC_00000823	1	1	20	11
Disulfide bond formation protein DsbB (DsbB) (PDB:2LTQ)	0	1	1	NA	COG1495	GC_00000560, GC_00004358	1	1	20	11
Predicted metalloprotease, contains C-terminal PDZ domain (PDB:4FGM)	0	1	1	NA	COG3975	GC_00001979	1	1	20	11
Formyltetrahydrofolate hydrolase (PurU) (PDB:3O1L)	0	1	1	NA	COG0788	GC_00000659	1	1	20	11
Glycogen synthase (GlgA) (PDB:1RZU)	0	1	1	NA	COG0297	GC_00001852	1	1	20	11
3-dehydroquinate synthetase (AroB) (PDB:3ZOK)	0	1	1	NA	COG0337	GC_00001479	1	1	20	11
Predicted DNA modification or repair protein, contains radical SAM and helix-hairpin-helix domains	0	1	1	NA	COG4277	GC_00001603	1	1	20	11
Molybdopterin synthase sulfur carrier subunit MoaD (MoaD) (PDB:1FM0) (PUBMED:32239579)	0	1	1	NA	COG1977	GC_00001216, GC_00007710	1	1	20	11
Lipoprotein-anchoring transpeptidase ErfK/SrfK (ErfK) (PDB:4LZH)	0	1	1	NA	COG1376	GC_00000619, GC_00001911	1	1	20	11
Periplasmic protein TonB, links inner and outer membranes (TonB) (PDB:1IHR)	0	1	1	NA	COG0810	GC_00000878, GC_00001225, GC_00001517, GC_00002006, GC_00004466, GC_00006337, GC_00007374	1	1	20	11
Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4)	0	1	1	NA	COG0129	GC_00000018, GC_00003226	1	1	20	11
ABC-type Fe3+ transport system, periplasmic component (AfuA) (PDB:6IVY)	0	1	1	NA	COG1840	GC_00000307	1	1	20	11
Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE)	0	1	1	NA	COG0456	GC_00000349, GC_00000698, GC_00002928, GC_00003139, GC_00003164, GC_00004211, GC_00006768, GC_00007070, GC_00007792	1	1	20	11
Ribonuclease HII (RnhB) (PDB:1EKE)	0	1	1	NA	COG0164	GC_00000695	1	1	20	11
Uncharacterized conserved protein, contains Extensin-like_C domain	0	1	1	NA	COG3921	GC_00001081	1	1	20	11
Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases (MsrP) (PDB:1OGP) (PUBMED:26641313;32750406)	0	1	1	NA	COG2041	GC_00001854	1	1	20	11
Sulfate permease or related transporter, MFS superfamily (SUL1) (PDB:3NY7)	0	1	1	NA	COG0659	GC_00001104, GC_00001641, GC_00002051, GC_00002510	1	1	20	11
Cytochrome c peroxidase (MauG) (PDB:1EB7)	0	1	1	NA	COG1858	GC_00001292	1	1	20	11
Uncharacterized conserved protein YcgL, UPF0745 family (YcgL) (PDB:2H7A) (PUBMED:17221885)	0	1	1	NA	COG3100	GC_00000468	1	1	20	11
Ca2+/Na+ antiporter (ECM27) (PDB:3V5S)	0	1	1	NA	COG0530	GC_00000131, GC_00002079	1	1	20	11
Branched-chain amino acid transport protein (AzlD2)	0	1	1	NA	COG4392	GC_00001211	1	1	20	11
Flavoprotein (flavin reductase) subunit CysJ of sulfite and N-hydroxylaminopurine reductases (CysJ) (PDB:1YKG) (PUBMED:20118259)	0	1	1	NA	COG0369	GC_00002012	1	1	20	11
Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)	0	1	1	NA	COG0534	GC_00001977, GC_00002474	1	1	20	11
Bacterioferritin-associated ferredoxin (Bfd) (PDB:6E6R)	0	1	1	NA	COG2906	GC_00001048	1	1	20	11
5-oxoprolinase subunit A (PxpA) (PDB:1V6T) (PUBMED:28830929)	0	1	1	NA	COG1540	GC_00001222	1	1	20	11
CDP-diglyceride synthetase (CdsA) (PDB:4Q2E)	0	1	1	NA	COG0575	GC_00001453	1	1	20	11
Transcription elongation factor, GreA/GreB family (GreA) (PDB:1GRJ)	0	1	1	NA	COG0782	GC_00000605, GC_00000915, GC_00003449, GC_00003470	1	1	20	11
Arginine/lysine/ornithine decarboxylase (LdcC) (PDB:1C4K)	0	1	1	NA	COG1982	GC_00001561	1	1	20	11
Predicted acetyltransferase, GNAT superfamily (YidJ) (PDB:1R57)	0	1	1	NA	COG2388	GC_00000850, GC_00001144	1	1	20	11
Arsenate reductase or related protein, glutaredoxin family (ArsC) (PDB:1I9D)	0	1	1	NA	COG1393	GC_00000675, GC_00001574, GC_00003813, GC_00005815	1	1	20	11
Cytidylate kinase (Cmk) (PDB:3R20) (PUBMED:19111750;25691594;28928205)	0	1	1	NA	COG0283	GC_00000713	1	1	20	11
Cytochrome c oxidase assembly protein Cox11 (COX11) (PDB:1SO9)	0	1	1	NA	COG3175	GC_00000855	1	1	20	11
Agmatine/peptidylarginine deiminase (AguA) (PDB:1VKP)	0	1	1	NA	COG2957	GC_00001806	1	1	20	11
tRNA U38,U39,U40 pseudouridine synthase TruA (TruA) (PDB:1DJ0)	0	1	1	NA	COG0101	GC_00000906	1	1	20	11
Formate dehydrogenase assembly factor FdhD, a sulfurtransferase (FdhD) (PDB:2PW9)	0	1	1	NA	COG1526	GC_00001822, GC_00002584	1	1	20	11
Organic hydroperoxide reductase OsmC/OhrA (OsmC) (PDB:1QWI)	0	1	1	NA	COG1764	GC_00001065, GC_00003241, GC_00004994	1	1	20	11
Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family (Sco1) (PDB:1ON4)	0	1	1	NA	COG1999	GC_00000825, GC_00001102, GC_00001310	1	1	20	11
DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)	0	1	1	NA	COG1595	GC_00000110, GC_00000297, GC_00003364, GC_00004109, GC_00004241, GC_00004841, GC_00005354, GC_00006092	1	1	20	11
Phosphoribosylanthranilate isomerase (TrpF) (PDB:1DL3)	0	1	1	NA	COG0135	GC_00001421	1	1	20	11
Predicted endonuclease distantly related to archaeal Holliday junction resolvase, YraN/UPF0102 family (YraN) (PDB:3FOV)	0	1	1	NA	COG0792	GC_00000526	1	1	20	11
Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)	0	1	1	NA	COG0225	GC_00000099, GC_00005590	1	1	20	11
Queuine/archaeosine tRNA-ribosyltransferase (Tgt) (PDB:1XW8) (PUBMED:15805528)	0	1	1	NA	COG0343	GC_00000723, GC_00007325	1	1	20	11
Gamma-glutamyl phosphate reductase (ProA) (PDB:4GHK)	0	1	1	NA	COG0014	GC_00001418	1	1	20	11
Membrane-bound lytic murein transglycosylase MltF (MltF) (PDB:4OWD)	0	1	1	NA	COG4623	GC_00001278, GC_00001936, GC_00003083, GC_00006826	1	1	20	11
Molecular chaperone DnaK (HSP70) (DnaK) (PDB:3I33)	0	1	1	NA	COG0443	GC_00001380, GC_00001828, GC_00002469, GC_00006684, GC_00007834	1	1	20	11
Peptidyl-tRNA hydrolase (Pth) (PDB:1RYB) (PUBMED:11835511)	0	1	1	NA	COG0193	GC_00000145	1	1	20	11
Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family (NifS) (PDB:4IXO) (PUBMED:22773787;25825430)	0	1	1	NA	COG1104	GC_00000913, GC_00004084, GC_00006104	1	1	20	11
Multidrug transporter EmrE and related cation transporters (EmrE) (PDB:2I68)	0	1	1	NA	COG2076	GC_00001501, GC_00003030, GC_00006527	1	1	20	11
Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain (YcfJ)	0	1	1	NA	COG3134	GC_00000624	1	1	20	11
Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain (RibD1) (PDB:2O7P)!!!Pyrimidine reductase, riboflavin biosynthesis (RibD) (PDB:2O7P)	0	1	1	NA	COG0117!!!COG1985	GC_00001968	1	1	20	11
tRNA G46 N7-methylase TrmB (TrmB) (PDB:1YZH) (PUBMED:19373903;16600901)	0	1	1	NA	COG0220	GC_00001138, GC_00001623	1	1	20	11
ABC-type nitrate/sulfonate/bicarbonate transport system, permease component (TauC)	0	1	1	NA	COG0600	GC_00000409, GC_00001059, GC_00001223, GC_00001496, GC_00001727, GC_00001930, GC_00003677, GC_00004170, GC_00004178, GC_00004530, GC_00004594, GC_00004604	1	1	20	11
Periplasmic subunit MlaD of the ABC-type intermembrane phospholipid transporter Mla (MlaD) (PDB:5UW8)	0	1	1	NA	COG1463	GC_00000346, GC_00003519, GC_00006848	1	1	20	11
Tryptophan synthase alpha chain (TrpA) (PDB:6HUL)	0	1	1	NA	COG0159	GC_00001809	1	1	20	11
3-phenylpropionate/cinnamic acid dioxygenase, small subunit (HcaF)	0	1	1	NA	COG5517	GC_00000094	1	1	20	11
NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY)	0	1	1	NA	COG0604	GC_00000235, GC_00000966, GC_00001007, GC_00001697, GC_00002004, GC_00002489, GC_00003612, GC_00004967, GC_00007098	1	1	20	11
Fe2+ or Zn2+ uptake regulation protein Fur/Zur (Fur) (PDB:1MZB)	0	1	1	NA	COG0735	GC_00001201, GC_00003001	1	1	20	11
NAD-dependent dihydropyrimidine dehydrogenase, PreA subunit (PreA)	0	1	1	NA	COG1146	GC_00000089, GC_00004460	1	1	20	11
4-alpha-glucanotransferase (MalQ) (PDB:1CWY)	0	1	1	NA	COG1640	GC_00001952	1	1	20	11
Predicted flavin-containing amine oxidase (Ppro0129)	0	1	1	NA	COG2907	GC_00000019	1	1	20	11
7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis) (FolK) (PDB:1CBK)	0	1	1	NA	COG0801	GC_00001098, GC_00002878	1	1	20	11
ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)	0	1	1	NA	COG1132	GC_00000594, GC_00001525, GC_00001590, GC_00003593, GC_00003617	1	1	20	11
Outer membrane lipoprotein LpoA, binds and activates PBP1a (LpoA) (PDB:2MHK) (PUBMED:21183074)	0	1	1	NA	COG3107	GC_00001162	1	1	20	11
Glutaredoxin (GrxC) (PDB:1AAZ)	0	1	1	NA	COG0695	GC_00001174, GC_00001313, GC_00002502, GC_00003340, GC_00003435, GC_00005124, GC_00005983, GC_00006109, GC_00007613	1	1	20	11
Carboxylesterase type B (PnbA) (PDB:1K4Y)	0	1	1	NA	COG2272	GC_00000004	1	1	20	11
Predicted ester cyclase (PDB:3EHC)	0	1	1	NA	COG5485	GC_00001021, GC_00003029, GC_00003865, GC_00004136	1	1	20	11
tRNA A37 threonylcarbamoyladenosine modification protein TsaB (TsaB) (PDB:1OKJ)	0	1	1	NA	COG1214	GC_00001307	1	1	20	11
ABC-type guanosine uptake system NupNOPQ, ATPase component NupO (NupO) (PUBMED:21926227)	0	1	1	NA	COG3845	GC_00001811, GC_00003126	1	1	20	11
7-methyl-GTP pyrophosphatase and related NTP pyrophosphatases, Maf/HAM1 superfamily (Maf) (PDB:2P5X) (PUBMED:24210219)	0	1	1	NA	COG0424	GC_00001340, GC_00001671	1	1	20	11
ABC-type histidine transport system, ATPase component (HisP) (PDB:1B0U)	0	1	1	NA	COG4598	GC_00000093	1	1	20	11
tRNA nucleotidyltransferase/poly(A) polymerase (PcnB) (PDB:3WFR)	0	1	1	NA	COG0617	GC_00001217, GC_00001887	1	1	20	11
5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation) (AraD) (PDB:1FUA) (PUBMED:31950558)	0	1	1	NA	COG0235	GC_00001799, GC_00003973	1	1	20	11
16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (RsmB) (PDB:2FRX)	0	1	1	NA	COG0144	GC_00001606	1	1	20	11
ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component (TauA) (PDB:2X26)	0	1	1	NA	COG0715	GC_00000124, GC_00001458, GC_00001630, GC_00001719, GC_00001917, GC_00002005, GC_00002449, GC_00002641, GC_00003425, GC_00004168, GC_00004169, GC_00004189, GC_00004207, GC_00004518, GC_00004557, GC_00004617	1	1	20	11
Molybdopterin biosynthesis enzyme MoaB/MogA (MoaB) (PDB:1DI6) (PUBMED:32239579)	0	1	1	NA	COG0521	GC_00001558	1	1	20	11
Outer membrane receptor protein, Fe transport (CirA) (PDB:1BY3)	0	1	1	NA	COG1629	GC_00000270, GC_00001843, GC_00002988, GC_00003167, GC_00003253, GC_00003714, GC_00003850, GC_00004425, GC_00004429, GC_00005665, GC_00007516	1	1	20	11
Type IV pilus assembly protein PilZ (PilZ)	0	1	1	NA	COG3215	GC_00000332	1	1	20	11
Flagellar biosynthesis chaperone FliJ (FliJ) (PDB:3AJW)	0	1	1	NA	COG2882	GC_00000541	1	1	20	11
Predicted molibdopterin-dependent oxidoreductase YjgC (YjgC) (PDB:1AA6)	0	1	1	NA	COG3383	GC_00001485, GC_00002259	1	1	20	11
Tetratricopeptide (TPR) repeat (TPR) (PDB:3AS4)	0	1	1	NA	COG0457	GC_00001840	1	1	20	11
DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)	0	1	1	NA	COG1959	GC_00000281, GC_00006752	1	1	20	11
Excinuclease UvrABC, nuclease subunit (UvrC) (PDB:2NRT) (PUBMED:24513124)	0	1	1	NA	COG0322	GC_00001269	1	1	20	11
Uncharacterized membrane protein AbrB, regulator of aidB expression (AbrB)	0	1	1	NA	COG3180	GC_00001629	1	1	20	11
Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)!!!Mannose-1-phosphate guanylyltransferase (CpsB) (PDB:2QH5)	0	1	1	NA	COG0662!!!COG0836	GC_00000066, GC_00007250	1	1	20	11
Nitrous oxide reductase accessory protein NosL (NosL) (PDB:2HPU)	0	1	1	NA	COG4314	GC_00001673	1	1	20	11
Uncharacterized membrane protein, DsbD domain (DsbD) (PUBMED:17768248)	0	1	1	NA	COG2836	GC_00000188	1	1	20	11
FAD-dependent dehydrogenase (PDB:3NLC)	0	1	1	NA	COG2509	GC_00000266	1	1	20	11
Sugar or nucleoside kinase, ribokinase family (RbsK) (PDB:2QCV)	0	1	1	NA	COG0524	GC_00000277	1	1	20	11
Ribosomal protein S6 (RpsF) (PDB:4V4H)	0	1	1	NA	COG0360	GC_00000419	1	1	20	11
Glutamyl-tRNA reductase (HemA) (PDB:2XOE)	0	1	1	NA	COG0373	GC_00001309	1	1	20	11
3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36)	0	1	1	NA	COG2084	GC_00001514, GC_00001800, GC_00003129	1	1	20	11
Acyl-ACP:phosphate acyltransferase (fatty acid/phospholipid biosynthesis) (PlsX) (PDB:2GK3) (PUBMED:18992246)	0	1	1	NA	COG0416	GC_00001596	1	1	20	11
tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA (TruB) (PDB:1K8W)	0	1	1	NA	COG0130	GC_00000452	1	1	20	11
Cytosine/adenosine deaminase or related metal-dependent hydrolase (SsnA) (PDB:3O7U)	0	1	1	NA	COG0402	GC_00000262, GC_00001981, GC_00002907, GC_00003116	1	1	20	11
NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain (Nnr1) (PDB:3RRB)!!!NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain (Nnr2) (PDB:1KYH)	0	1	1	NA	COG0062!!!COG0063	GC_00001864	1	1	20	11
CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)	0	1	1	NA	COG0784!!!COG4191	GC_00000086, GC_00000190, GC_00002718	1	1	20	11
Uncharacterized conserved protein, contains DUF2059 domain (PDB:2X3O) (PUBMED:15741337)	0	1	1	NA	COG3184	GC_00001442	1	1	20	11
DNA-binding protein Fis (factor for inversion stimulation) (Fis) (PDB:1ETK)	0	1	1	NA	COG2901	GC_00000302	1	1	20	11
Alkylated DNA repair dioxygenase AlkB (AlkB) (PDB:3KHC)	0	1	1	NA	COG3145	GC_00001754	1	1	20	11
Nitrate reductase gamma subunit (NarI) (PDB:1Y5L)	0	1	1	NA	COG2181	GC_00000973	1	1	20	11
Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains (NrdR)	0	1	1	NA	COG1327	GC_00000388	1	1	20	11
DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)	0	1	1	NA	COG0587	GC_00000087, GC_00002514	1	1	20	11
Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla (MlaE) (PDB:6IC4)	0	1	1	NA	COG0767	GC_00000511, GC_00001664	1	1	20	11
Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit (AtoA) (PDB:5DBN)	0	1	1	NA	COG2057	GC_00002795, GC_00002836, GC_00007186	1	1	20	11
Nicotinic acid phosphoribosyltransferase (PncB) (PDB:1VLP)	0	1	1	NA	COG1488	GC_00001693	1	1	20	11
Acetyl-CoA carboxylase beta subunit (AccD) (PDB:2F9I)	0	1	1	NA	COG0777	GC_00000603, GC_00002894, GC_00003110	1	1	20	11
DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family (GlpR)	0	1	1	NA	COG1349	GC_00001233, GC_00002471	1	1	20	11
FhlA-type transcriptional regulator, contains GAF, AAA-type ATPase, and DNA-binding Fis domains (FhlA)	0	1	1	NA	COG3604	GC_00001465, GC_00003848, GC_00004078, GC_00004492, GC_00004529	1	1	20	11
RecA-superfamily ATPase, KaiC/GvpD/RAD55 family (RAD55) (PDB:1TF7)	0	1	1	NA	COG0467	GC_00001714, GC_00003526	1	1	20	11
Predicted flavoprotein YhiN (YhiN) (PDB:3V76)	0	1	1	NA	COG2081	GC_00001900, GC_00001920	1	1	20	11
FMN reductase RutF, DIM6/NTAB family (RutF) (PDB:1EJE)	0	1	1	NA	COG1853	GC_00002554, GC_00004221	1	1	20	11
Molybdopterin Mo-transferase (molybdopterin biosynthesis) (MoeA) (PDB:2NQU) (PUBMED:18801996;32239579)	0	1	1	NA	COG0303	GC_00001562	1	1	20	11
Putative effector of murein hydrolase (LrgB)	0	1	1	NA	COG1346	GC_00001040, GC_00001041	1	1	20	11
Exonuclease III (XthA) (PDB:1AKO)	0	1	1	NA	COG0708	GC_00000456, GC_00001052, GC_00001379	1	1	20	11
Cytochrome c biogenesis protein CcmE (CcmE) (PDB:1J6Q)	0	1	1	NA	COG2332	GC_00000462	1	1	20	11
Magnetosome formation protein MamQ, lipoprotein antigen LemA family (LemA) (PDB:2ETD) (PUBMED:14638756;20212111;26884433)	0	1	1	NA	COG1704	GC_00000832, GC_00001213	1	1	20	11
Ribosome association toxin PasT (RatA) of the RatAB toxin-antitoxin module (PasT) (PDB:1T17) (PUBMED:21323758)	0	1	1	NA	COG2867	GC_00000313	1	1	20	11
Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain (PuuD) (PDB:1L9X)	0	1	1	NA	COG2071	GC_00001175	1	1	20	11
Flavin-binding protein dodecin (PDB:1MOG) (PUBMED:12679016)	0	1	1	NA	COG3360	GC_00000372	1	1	20	11
Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family (TVP38) (PUBMED:20889782)!!!Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)	0	1	1	NA	COG0398!!!COG1249	GC_00002014	1	1	20	11
Ribosomal protein S18 (RpsR) (PDB:4V4H)	0	1	1	NA	COG0238	GC_00000290	1	1	20	11
Seryl-tRNA synthetase (SerS) (PDB:1SER)	0	1	1	NA	COG0172	GC_00000231	1	1	20	11
Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily (PasI) (PDB:2HJ1) (PUBMED:23055930)	0	1	1	NA	COG2914	GC_00000738, GC_00003959	1	1	20	11
DNA mismatch repair ATPase MutL (MutL) (PDB:1B62)	0	1	1	NA	COG0323	GC_00001918, GC_00006410	1	1	20	11
Urease accessory protein UreE (UreE) (PDB:1EAR)	0	1	1	NA	COG2371	GC_00000168	1	1	20	11
DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)!!!Phosphoserine phosphatase RsbU, regulator of sigma subunit (RsbU) (PDB:5UCG)	0	1	1	NA	COG0745!!!COG2208	GC_00001679	1	1	20	11
5-formyltetrahydrofolate cyclo-ligase (FAU1) (PDB:1SBQ)	0	1	1	NA	COG0212	GC_00000931	1	1	20	11
Hydroxypyruvate/dehydroerythronate isomerase, Hyi/OtnI family (Hyi) (PDB:1K77) (PUBMED:27402745)	0	1	1	NA	COG3622	GC_00000178, GC_00001939	1	1	20	11
Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	0	1	1	NA	COG5001	GC_00001085, GC_00002010, GC_00002923, GC_00006377	1	1	20	11
Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)	0	1	1	NA	COG0346	GC_00001132, GC_00002114, GC_00002395, GC_00002952, GC_00003336, GC_00003420, GC_00003700, GC_00005999, GC_00006721	1	1	20	11
Organic radical activating enzyme NrdG/QueE (QueE) (PUBMED:14660578;17384645)	0	1	1	NA	COG0602	GC_00001760, GC_00006704	1	1	20	11
Heme/copper-type cytochrome/quinol oxidase, subunit 3 (CyoC) (PDB:1QLE)	0	1	1	NA	COG1845	GC_00000836, GC_00003461	1	1	20	11
Ornithine carbamoyltransferase (ArgF) (PDB:1A1S)	0	1	1	NA	COG0078	GC_00000720, GC_00001547	1	1	20	11
