COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Reference	p_Chennai	N_Reference	N_Chennai
Uncharacterized conserved protein YoxC, contains an MCP-like domain	0	1	1	NA	COG4768	GC_00000533	1	1	39	18
RNA methyltransferase activator Trm112/YbaR (Trm112) (PDB:2KPI) (PUBMED:27986851;30010922)	0	1	1	NA	COG2835	GC_00000503	1	1	39	18
Anaerobic C4-dicarboxylate transporter (DcuA)	0	1	1	NA	COG2704	GC_00000730, GC_00001089	1	1	39	18
Cell division GTPase FtsZ (FtsZ) (PDB:1FSZ)	0	1	1	NA	COG0206	GC_00000425	1	1	39	18
Na+-driven multidrug efflux pump, DinF/NorM/MATE family (NorM) (PDB:3VVN) (PUBMED:29915058)	0	1	1	NA	COG0534	GC_00000390	1	1	39	18
Uncharacterized conserved protein YeaO, DUF488 family (YeaO)	0	1	1	NA	COG3189	GC_00000257	1	1	39	18
UDP-glucose 4-epimerase (GalE) (PDB:1A9Y)	0	1	1	NA	COG1087	GC_00000531	1	1	39	18
Di- and tricarboxylate antiporter (CitT) (PDB:4F35)	0	1	1	NA	COG0471	GC_00000007	1	1	39	18
DNA primase (bacterial type) (DnaG) (PDB:3B39) (PUBMED:28128549)	0	1	1	NA	COG0358	GC_00000431	1	1	39	18
Ribosomal protein L6P/L9E (RplF) (PDB:1VS6)	0	1	1	NA	COG0097	GC_00000234	1	1	39	18
NADH:ubiquinone oxidoreductase subunit 3 (chain A) (NuoA) (PDB:3RKO)	0	1	1	NA	COG0838	GC_00000279	1	1	39	18
Galactokinase (GalK) (PDB:1PIE)	0	1	1	NA	COG0153	GC_00000384, GC_00001564	1	1	39	18
Bacterial nucleoid DNA-binding protein IHF-alpha (HimA) (PDB:1B8Z)	0	1	1	NA	COG0776	GC_00000217	1	1	39	18
Ribosomal protein S4 or related protein (RpsD) (PDB:4V4H)	0	1	1	NA	COG0522	GC_00000203	1	1	39	18
Fucose permease (FucP) (PDB:3O7P)	0	1	1	NA	COG0738	GC_00000632, GC_00001165	1	1	39	18
Glutamate synthase domain 2 (GltB2) (PDB:1EA0)!!!IMP dehydrogenase/GMP reductase (GuaB) (PDB:1B3O)	0	1	1	NA	COG0069!!!COG0516	GC_00000202	1	1	39	18
Pyridoxal/pyridoxine/pyridoxamine kinase (PdxK) (PDB:5ZW9) (PUBMED:19096365;23189126)	0	1	1	NA	COG2240	GC_00000094	1	1	39	18
Ribosomal protein S15P/S13E (RpsO) (PDB:4V4H)	0	1	1	NA	COG0184	GC_00000204	1	1	39	18
Peptodoglycan polymerase FtsW/RodA/SpoVE (FtsW) (PDB:6BAR) (PUBMED:30692671)	0	1	1	NA	COG0772	GC_00000474, GC_00000699	1	1	39	18
Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (GatA) (PDB:3H0L)	0	1	1	NA	COG0154	GC_00000046, GC_00001027	1	1	39	18
Aspartate-semialdehyde dehydrogenase (Asd) (PDB:1BRM)	0	1	1	NA	COG0136	GC_00000328	1	1	39	18
tRNA/tmRNA/rRNA uracil-C5-methylase, TrmA/RlmC/RlmD family (TrmA) (PDB:1UWV)	0	1	1	NA	COG2265	GC_00000381	1	1	39	18
NAD/NADP transhydrogenase beta subunit (PntB) (PDB:1D4O)	0	1	1	NA	COG1282	GC_00000546	1	1	39	18
Predicted transcriptional regulator, ArsR family	0	1	1	NA	COG2345	GC_00000650, GC_00001752, GC_00001798	1	1	39	18
ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)	0	1	1	NA	COG1123	GC_00000096, GC_00001540, GC_00001807, GC_00002334, GC_00002352, GC_00002437, GC_00002879, GC_00003009	1	1	39	18
Ribosomal protein S3 (RpsC) (PDB:1VS6)	0	1	1	NA	COG0092	GC_00000319	1	1	39	18
Periplasmic beta-glucosidase and related glycosidases (BglX) (PDB:2X40)	0	1	1	NA	COG1472	GC_00000642, GC_00000911, GC_00002086, GC_00002469	1	1	39	18
Phosphatidylglycerophosphate synthase (PgsA) (PDB:4MND)	0	1	1	NA	COG0558	GC_00000569, GC_00000713, GC_00001234	1	1	39	18
DNA-directed RNA polymerase, subunit K/omega (RpoZ) (PDB:3LU0)	0	1	1	NA	COG1758	GC_00000014	1	1	39	18
Protoporphyrinogen oxidase HemY/PPOX (HemY) (PDB:3LOV)	0	1	1	NA	COG1232	GC_00000629, GC_00001619	1	1	39	18
Rieske Fe-S protein (QcrA/PetC) (PDB:5CXM) (PUBMED:27663073)	0	1	1	NA	COG0723	GC_00000165	1	1	39	18
NAD dependent epimerase/dehydratase family enzyme (YfcH) (PDB:4B4O)	0	1	1	NA	COG1090	GC_00000686	1	1	39	18
Acetyl-CoA carboxylase, carboxyltransferase component (MmdA) (PDB:1OD2)	0	1	1	NA	COG4799	GC_00000813, GC_00001827	1	1	39	18
Recombinational DNA repair protein RecR (RecR) (PDB:2JGR) (PUBMED:26337406)	0	1	1	NA	COG0353	GC_00000438	1	1	39	18
6-phosphofructokinase (PfkA) (PDB:1KZH)	0	1	1	NA	COG0205	GC_00000460, GC_00001068, GC_00001242	1	1	39	18
DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)	0	1	1	NA	COG1609	GC_00000422, GC_00000437, GC_00000678, GC_00000887, GC_00001159, GC_00001898, GC_00001904, GC_00002000, GC_00002030, GC_00002333	1	1	39	18
Ribosomal protein S19 (RpsS) (PDB:4V4H)	0	1	1	NA	COG0185	GC_00000190	1	1	39	18
ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)	0	1	1	NA	COG0542	GC_00001283, GC_00001939	1	1	39	18
Predicted RNA-binding protein Jag (SpoIIIJ-associated), conains KH and R3H domains (Jag) (PDB:3GKU)	0	1	1	NA	COG1847	GC_00000626	1	1	39	18
Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF (GlpC)	0	1	1	NA	COG0247	GC_00000861, GC_00001893	1	1	39	18
8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family (MutT) (PDB:4V14)	0	1	1	NA	COG0494	GC_00000308, GC_00001236, GC_00001901	1	1	39	18
Predicted phosphohydrolase, MPP superfamily (YaeI)	0	1	1	NA	COG1408	GC_00000399	1	1	39	18
DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain (ARO8) (PDB:2R2N)	0	1	1	NA	COG1167	GC_00000860, GC_00000897, GC_00001943, GC_00002179, GC_00002356, GC_00002612	1	1	39	18
H+/Cl- antiporter ClcA (ClcA) (PDB:1KPK)	0	1	1	NA	COG0038	GC_00000430, GC_00001527	1	1	39	18
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)	0	1	1	NA	COG0596	GC_00000078, GC_00000177, GC_00000836, GC_00001106, GC_00001535, GC_00001630, GC_00001831, GC_00002845	1	1	39	18
Protein translocase subunit YajC (YajC)	0	1	1	NA	COG1862	GC_00000291	1	1	39	18
DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)	0	1	1	NA	COG1595	GC_00000698, GC_00001195, GC_00001429	1	1	39	18
Phosphotransferase system sorbitol-specific IIC component (SrlA)	0	1	1	NA	COG3730	GC_00000473	1	1	39	18
Glycerol dehydrogenase or related enzyme, iron-containing ADH family (GldA) (PDB:3S99) (PUBMED:20688982)	0	1	1	NA	COG0371	GC_00001553, GC_00001583	1	1	39	18
Anionic cell wall polymer biosynthesis enzyme TagV/TagU,  LytR-Cps2A-Psr (LCP) family (peptidoglycan teichoic acid transferase) (Cps2a) (PDB:2XXP) (PUBMED:29107701)	0	1	1	NA	COG1316	GC_00001076, GC_00001645	1	1	39	18
YciI superfamily enzyme, includes 5-CHQ dehydrochlorinase, contains active-site pHis (YciI) (PDB:1MWQ) (PUBMED:15779043;23955343)	0	1	1	NA	COG2350	GC_00000697	1	1	39	18
Protein chain release factor PrfB (PrfB) (PDB:1GQE)	0	1	1	NA	COG1186	GC_00001352, GC_00001743	1	1	39	18
Membrane-associated phospholipid phosphatase (PgpB) (PDB:1D2T)	0	1	1	NA	COG0671	GC_00000705	1	1	39	18
GTPase of the G3E family (not a periplasmic protein kinase) (ArgK) (PDB:2QM7) (PUBMED:18950999)	0	1	1	NA	COG1703	GC_00000354	1	1	39	18
Fructose-bisphosphate aldolase class Ia, DhnA family (FbaB) (PDB:1OJX)	0	1	1	NA	COG1830	GC_00000598	1	1	39	18
MFS family permease, includes anhydromuropeptide permease AmpG (ProP) (PUBMED:12426329)	0	1	1	NA	COG0477	GC_00000669, GC_00001090, GC_00002949	1	1	39	18
Transcriptional regulator of heat shock response (HrcA) (PDB:1STZ)	0	1	1	NA	COG1420	GC_00000687	1	1	39	18
16S rRNA C1402 N4-methylase RsmH (RmsH) (PDB:1M6Y)	0	1	1	NA	COG0275	GC_00000593	1	1	39	18
Beta-galactosidase/beta-glucuronidase (LacZ) (PDB:5N6U) (PUBMED:19291314)	0	1	1	NA	COG3250	GC_00000056, GC_00000142, GC_00001151, GC_00002208	1	1	39	18
Transcription antitermination factor NusA, contains S1 and KH domains (NusA) (PDB:1HH2)	0	1	1	NA	COG0195	GC_00000259	1	1	39	18
ECF-type transporter transmembrane protein EcfT (EcfT) (PDB:4HZU)	0	1	1	NA	COG0619	GC_00000866, GC_00001733, GC_00001839, GC_00002330	1	1	39	18
UDP-N-acetylmuramate-alanine ligase MurC and related ligases, MurC/Mpl family (MurC)	0	1	1	NA	COG0773	GC_00000516	1	1	39	18
Stress response protein YsnF (function unknown) (YsnF)	0	1	1	NA	COG3861	GC_00000748, GC_00001220	1	1	39	18
O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)	0	1	1	NA	COG0318	GC_00001376, GC_00002007, GC_00002133, GC_00002656	1	1	39	18
Undecaprenyl pyrophosphate synthase (UppS) (PDB:1X07)	0	1	1	NA	COG0020	GC_00000264, GC_00001971	1	1	39	18
Ribosomal protein L4 (RplD) (PDB:1VS6)	0	1	1	NA	COG0088	GC_00000010, GC_00000481	1	1	39	18
Polyprenyltransferase (heme O synthase) (CyoE)	0	1	1	NA	COG0109	GC_00000677	1	1	39	18
2',3'-cyclic-nucleotide 2'-phosphodiesterase/5'- or 3'-nucleotidase, 5'-nucleotidase family (UshA) (PDB:1HO5)	0	1	1	NA	COG0737	GC_00000005, GC_00000075	1	1	39	18
Uracil-DNA glycosylase (Ung) (PDB:1AKZ) (PUBMED:16237021)	0	1	1	NA	COG0692	GC_00000309	1	1	39	18
Selenophosphate synthetase-related protein	0	1	1	NA	COG2144	GC_00000514	1	1	39	18
Short-chain dehydrogenase (YqjQ)	0	1	1	NA	COG0300	GC_00000383, GC_00000499	1	1	39	18
Ribosome biogenesis GTPase RsgA (RsgA) (PDB:1T9H)	0	1	1	NA	COG1162	GC_00000534, GC_00001799	1	1	39	18
Translation elongation factor EF-4, membrane-bound GTPase (LepA) (PDB:3DEG)	0	1	1	NA	COG0481	GC_00000144	1	1	39	18
ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD)	0	1	1	NA	COG0488	GC_00001709, GC_00001771, GC_00001982, GC_00002123, GC_00002159, GC_00002210, GC_00002390	1	1	39	18
Transaldolase/fructose-6-phosphate aldolase (TalA) (PDB:1F05)	0	1	1	NA	COG0176	GC_00000656	1	1	39	18
DNA segregation ATPase FtsK/SpoIIIE or related protein (FtsK) (PDB:2IUT)	0	1	1	NA	COG1674	GC_00001029, GC_00002519, GC_00002797	1	1	39	18
Site-specific recombinase XerD (XerD) (PDB:1A0P)	0	1	1	NA	COG4974	GC_00000855, GC_00001375, GC_00002685	1	1	39	18
Peptide methionine sulfoxide reductase MsrB (MsrB) (PDB:1L1D)	0	1	1	NA	COG0229	GC_00000251	1	1	39	18
Molybdenum cofactor biosynthesis enzyme MoaC (MoaC) (PDB:1EKR) (PUBMED:32239579)	0	1	1	NA	COG0315	GC_00000450	1	1	39	18
Dihydroorotase or related cyclic amidohydrolase (AllB) (PDB:1J79)	0	1	1	NA	COG0044	GC_00000693	1	1	39	18
ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)	0	1	1	NA	COG1131	GC_00000073, GC_00000535, GC_00000691, GC_00000870, GC_00000995, GC_00001806, GC_00001881, GC_00002109, GC_00002118, GC_00002422, GC_00002525, GC_00002631	1	1	39	18
Predicted DNA-binding transcriptional regulator YobV, contains HTH and WYL domains (YobV)	0	1	1	NA	COG2378	GC_00000704, GC_00000719, GC_00001045, GC_00001053, GC_00002214, GC_00002649	1	1	39	18
O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain (YmdB) (PDB:1HJZ)	0	1	1	NA	COG2110	GC_00000509	1	1	39	18
Lipoprotein signal peptidase (LspA) (PDB:5DIR)	0	1	1	NA	COG0597	GC_00000504	1	1	39	18
NADPH-dependent glutamate synthase beta chain or related oxidoreductase (GltD) (PDB:1H7X)!!!Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, delta subunit (PorD) (PDB:5C4I)	0	1	1	NA	COG0493!!!COG1144	GC_00000322	1	1	39	18
Ribosomal protein S14 (RpsN) (PDB:4V4H)	0	1	1	NA	COG0199	GC_00000289, GC_00000754	1	1	39	18
NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)	0	1	1	NA	COG1028	GC_00000140, GC_00001385, GC_00001642, GC_00002252, GC_00002647	1	1	39	18
Uncharacterized conserved protein YjdB, contains Ig-like domain (YjdB)	0	1	1	NA	COG5492	GC_00001098, GC_00001745	1	1	39	18
Fumarate hydratase class II (FumC) (PDB:1KQ7)	0	1	1	NA	COG0114	GC_00000624	1	1	39	18
Peroxiredoxin (Tpx) (PDB:4AF2)	0	1	1	NA	COG2077	GC_00000658	1	1	39	18
ABC-type lipoprotein export system, ATPase component (LolD) (PDB:5GKO)	0	1	1	NA	COG1136	GC_00000062, GC_00000400, GC_00000619, GC_00000625, GC_00001233, GC_00001374, GC_00001425, GC_00001516, GC_00001717, GC_00001812, GC_00001949, GC_00002105, GC_00002106, GC_00002512	1	1	39	18
Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin) (AhpC) (PDB:2RII)	0	1	1	NA	COG0450	GC_00000389	1	1	39	18
1-deoxy-D-xylulose 5-phosphate reductoisomerase (Dxr) (PDB:1JVS)	0	1	1	NA	COG0743	GC_00000532	1	1	39	18
DNA topoisomerase IA (TopA) (PDB:1CY0)!!!Uncharacterized C-terminal domain of topoisomerase IA	0	1	1	NA	COG0550!!!COG1754	GC_00000179	1	1	39	18
Ribosomal protein L32 (RpmF) (PDB:1VS6) (PUBMED:17114934)	0	1	1	NA	COG0333	GC_00000207, GC_00002596	1	1	39	18
Adenylate kinase or related kinase (Adk) (PDB:1AK2)	0	1	1	NA	COG0563	GC_00000652	1	1	39	18
Ribosomal protein L18 (RplR) (PDB:1VS6)	0	1	1	NA	COG0256	GC_00000219	1	1	39	18
Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family (DedA) (PUBMED:24312110;25917916)	0	1	1	NA	COG0586	GC_00000161, GC_00000458, GC_00000814	1	1	39	18
DNA-binding transcriptional regulator LsrR, DeoR family (DeoR) (PDB:2GNP) (PUBMED:23974133;24893262)	0	1	1	NA	COG2390	GC_00000610, GC_00000881, GC_00001559, GC_00001705, GC_00002702	1	1	39	18
cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9)	0	1	1	NA	COG0664	GC_00000452	1	1	39	18
tRNA A37 methylthiotransferase MiaB (MiaB) (PDB:4JC0) (PUBMED:17407324;20472640;20584901)	0	1	1	NA	COG0621	GC_00001251, GC_00001397	1	1	39	18
Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	0	1	1	NA	COG2814	GC_00000128, GC_00000468, GC_00000489, GC_00001087, GC_00001113, GC_00001424, GC_00001467, GC_00001515, GC_00001555, GC_00001571, GC_00001734, GC_00001768, GC_00001802, GC_00001919, GC_00001961, GC_00002045, GC_00002349, GC_00002511, GC_00002877	1	1	39	18
DNA-binding transcriptional regulator, LysR family (LysR) (PDB:2FYI)	0	1	1	NA	COG0583	GC_00000511, GC_00002683	1	1	39	18
Forkhead associated (FHA) domain, binds pSer, pThr, pTyr (FHA) (PDB:2FEZ)	0	1	1	NA	COG1716	GC_00000246, GC_00000427, GC_00000559, GC_00000609	1	1	39	18
tRNA(Ile)-lysidine synthase TilS/MesJ (TilS) (PDB:1NI5) (PUBMED:21435031)	0	1	1	NA	COG0037	GC_00000273	1	1	39	18
Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase (PurE) (PDB:1D7A)	0	1	1	NA	COG0041	GC_00000513	1	1	39	18
Malate/lactate dehydrogenase (Mdh) (PDB:4WLO)	0	1	1	NA	COG0039	GC_00000409, GC_00000527, GC_00000906, GC_00001265	1	1	39	18
Precorrin-6x reductase (CobK) (PDB:4X7G)	0	1	1	NA	COG2099	GC_00000537	1	1	39	18
NADH:ubiquinone oxidoreductase subunit 4 (chain M) (NuoM) (PDB:6HUM)	0	1	1	NA	COG1008	GC_00000355	1	1	39	18
Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family (PpnN) (PDB:2PMB) (PUBMED:25728768;27941785;31023582;31420341)	0	1	1	NA	COG1611	GC_00000163, GC_00002756	1	1	39	18
Lipoprotein-anchoring transpeptidase ErfK/SrfK (ErfK) (PDB:4LZH)	0	1	1	NA	COG1376	GC_00000138, GC_00000387, GC_00002063	1	1	39	18
Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme) (FmhB) (PDB:1LRZ)	0	1	1	NA	COG2348	GC_00000565	1	1	39	18
Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit (GatC) (PDB:3H0L)	0	1	1	NA	COG0721	GC_00000300	1	1	39	18
Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein) (OsmF) (PDB:4WEP)	0	1	1	NA	COG1732	GC_00000379	1	1	39	18
Ribonucleotide monophosphatase NagD, HAD superfamily (NagD) (PDB:1PW5)	0	1	1	NA	COG0647	GC_00000999, GC_00001312, GC_00001380	1	1	39	18
Threonine dehydrogenase or related Zn-dependent dehydrogenase (Tdh) (PDB:4A2C)	0	1	1	NA	COG1063	GC_00000008, GC_00001537, GC_00001750, GC_00003205	1	1	39	18
Uncharacterized membrane protein	0	1	1	NA	COG4420	GC_00000250, GC_00000613, GC_00000643, GC_00001081, GC_00001293, GC_00001389, GC_00001427, GC_00001842, GC_00002510	1	1	39	18
dTDP-4-amino-4,6-dideoxygalactose transaminase (WecE) (PDB:4PIW) (PUBMED:15271350)	0	1	1	NA	COG0399	GC_00000636	1	1	39	18
Orotate phosphoribosyltransferase (PyrE) (PDB:4WML)	0	1	1	NA	COG0461	GC_00000568	1	1	39	18
Fe-S cluster assembly ATPase SufC (SufC) (PDB:2D3W)	0	1	1	NA	COG0396	GC_00000690	1	1	39	18
Lysophospholipase, alpha-beta hydrolase superfamily (PldB) (PDB:5O7G)	0	1	1	NA	COG2267	GC_00000032, GC_00000034, GC_00001268, GC_00002169, GC_00002226	1	1	39	18
Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain (DegQ) (PDB:2HGA) (PUBMED:29686141)	0	1	1	NA	COG0265	GC_00000441	1	1	39	18
Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)	0	1	1	NA	COG0537	GC_00000751, GC_00001205	1	1	39	18
Purine-cytosine permease or related protein (CodB)	0	1	1	NA	COG1457	GC_00000090, GC_00001158	1	1	39	18
NADP-dependent 3-hydroxy acid dehydrogenase YdfG (YdfG) (PDB:3P19)	0	1	1	NA	COG4221	GC_00000174, GC_00000357	1	1	39	18
Geranylgeranyl pyrophosphate synthase (IspA) (PDB:2AZJ)	0	1	1	NA	COG0142	GC_00000470, GC_00000562	1	1	39	18
tRNA G18 (ribose-2'-O)-methylase SpoU (SpoU) (PDB:1GZ0)	0	1	1	NA	COG0566	GC_00000464, GC_00000717, GC_00001097, GC_00001590, GC_00003091	1	1	39	18
Serine/threonine protein kinase (SPS1) (PDB:6G4J)!!!PASTA domain, binds beta-lactams (PASTA)	0	1	1	NA	COG0515!!!COG2815	GC_00000673	1	1	39	18
Scaffold subunit RecC of the DNA repair enzyme RecBCD (exonuclease V) (RecC) (PDB:1W36) (PUBMED:30601118)	0	1	1	NA	COG1330	GC_00000544	1	1	39	18
Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains (NrdR)	0	1	1	NA	COG1327	GC_00000244	1	1	39	18
Pseudouridylate synthase RsuA, specific for 16S rRNA U516  and 23S rRNA U2605 (RsuA) (PDB:1KSK)	0	1	1	NA	COG1187	GC_00000492	1	1	39	18
ABC-type Co2+ transport system, permease component (CbiM) (PDB:4M58) (PUBMED:25313401)	0	1	1	NA	COG0310	GC_00000339	1	1	39	18
ABC-type proline/glycine betaine transport system, permease component (OpuBB)	0	1	1	NA	COG1174	GC_00000491, GC_00001210	1	1	39	18
3-methyladenine DNA glycosylase Mpg (Mpg) (PDB:1BNK)	0	1	1	NA	COG2094	GC_00000305	1	1	39	18
DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA (AcrR) (PDB:2QOP)	0	1	1	NA	COG1309	GC_00000159, GC_00000323, GC_00000372, GC_00000434, GC_00000543, GC_00000827, GC_00000874, GC_00001250, GC_00001401, GC_00002140, GC_00002600, GC_00002856, GC_00002900, GC_00002904, GC_00003065, GC_00003086, GC_00003287	1	1	39	18
Hemolysin-related protein, contains CBS domains, UPF0053 family (TlyC) (PDB:2NQW)	0	1	1	NA	COG1253	GC_00001522, GC_00001592	1	1	39	18
5-deoxy-D-glucuronate isomerase (IolB) (PDB:2QJV)	0	1	1	NA	COG3718	GC_00000130	1	1	39	18
Purine nucleoside phosphorylase (XapA) (PDB:1YQQ)	0	1	1	NA	COG0005	GC_00000520	1	1	39	18
Ribosomal protein S18 (RpsR) (PDB:4V4H)	0	1	1	NA	COG0238	GC_00000183	1	1	39	18
Malonyl CoA-acyl carrier protein transacylase (FabD) (PDB:1YXC)	0	1	1	NA	COG0331	GC_00000620, GC_00002632	1	1	39	18
Thymidylate synthase (ThyA) (PDB:1AN5)	0	1	1	NA	COG0207	GC_00000501	1	1	39	18
Membrane protein involved in the export of O-antigen and teichoic acid (RfbX)	0	1	1	NA	COG2244	GC_00000391	1	1	39	18
Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases (Cof) (PDB:1YMQ)	0	1	1	NA	COG0561	GC_00000362, GC_00001261, GC_00001306, GC_00001410, GC_00001438, GC_00002040	1	1	39	18
Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE)	0	1	1	NA	COG0456	GC_00000971, GC_00001508, GC_00001586, GC_00002057, GC_00002956	1	1	39	18
Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily (IaaA) (PDB:1APY)	0	1	1	NA	COG1446	GC_00000496	1	1	39	18
Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)	0	1	1	NA	COG2226	GC_00000345, GC_00000776, GC_00001243, GC_00001430, GC_00001585, GC_00002027, GC_00003299	1	1	39	18
Phosphohistidine phosphatase SixA (SixA) (PDB:1UJB)	0	1	1	NA	COG2062	GC_00000500, GC_00003214	1	1	39	18
Electron transfer flavoprotein, alpha subunit FixB (FixB) (PDB:1EFP)	0	1	1	NA	COG2025	GC_00000370	1	1	39	18
Zn-dependent metallopeptidase, zincin/DUF2342 superfamily (Zincin) (PDB:3CMN) (PUBMED:23671590)	0	1	1	NA	COG5282	GC_00000510	1	1	39	18
5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase (FolD) (PDB:1A4I)	0	1	1	NA	COG0190	GC_00000376	1	1	39	18
Ribosomal protein L19 (RplS) (PDB:1VS6) (PUBMED:27941785)	0	1	1	NA	COG0335	GC_00000224	1	1	39	18
Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	0	1	1	NA	COG1012	GC_00001419, GC_00001711, GC_00001731	1	1	39	18
ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component (FepC) (PDB:2NQ2)	0	1	1	NA	COG1120	GC_00000013, GC_00000280, GC_00000368, GC_00000819, GC_00001150, GC_00001531, GC_00001568, GC_00002071	1	1	39	18
Apolipoprotein N-acyltransferase (Lnt) (PDB:6NWR)	0	1	1	NA	COG0815	GC_00000561	1	1	39	18
Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37 (RlmN) (PDB:3RFA)	0	1	1	NA	COG0820	GC_00000386	1	1	39	18
DNA-binding transcriptional regulator, MarR family (MarR) (PDB:1JGS)	0	1	1	NA	COG1846	GC_00000343, GC_00000385, GC_00000787, GC_00001190, GC_00002025, GC_00002535	1	1	39	18
Thiamine monophosphate kinase (ThiL) (PDB:5CC8)	0	1	1	NA	COG0611	GC_00000229	1	1	39	18
Amino acid permease (LysP)	0	1	1	NA	COG0833	GC_00000327, GC_00001200	1	1	39	18
2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway) (YcgM) (PDB:1GTT)	0	1	1	NA	COG0179	GC_00000299	1	1	39	18
3-oxoacyl-[acyl-carrier-protein] synthase III (FabH) (PDB:1UB7)	0	1	1	NA	COG0332	GC_00000396	1	1	39	18
GTP cyclohydrolase I (FolE) (PDB:1A8R) (PUBMED:19767425;30692671)	0	1	1	NA	COG0302	GC_00000221	1	1	39	18
Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I) (NuoI) (PDB:1B0P)	0	1	1	NA	COG1143	GC_00000285, GC_00000750	1	1	39	18
Glycine cleavage system regulator GcvR (GcvR) (PDB:1U8S)	0	1	1	NA	COG2716	GC_00000666	1	1	39	18
Ribosomal protein S13 (RpsM) (PDB:4V4H)	0	1	1	NA	COG0099	GC_00000210, GC_00001344	1	1	39	18
RecA/RadA recombinase (RecA) (PDB:1B22)	0	1	1	NA	COG0468	GC_00000333	1	1	39	18
DNA-binding transcriptional regulator, MerR family (SoxR) (PDB:2VZ4)	0	1	1	NA	COG0789	GC_00000206, GC_00000220, GC_00001175	1	1	39	18
Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2) (FtsI) (PDB:6HZQ)	0	1	1	NA	COG0768	GC_00000674, GC_00001422	1	1	39	18
1,4-alpha-glucan branching enzyme (GlgB) (PDB:4LPC) (PUBMED:25871919)	0	1	1	NA	COG0296	GC_00001215, GC_00001403	1	1	39	18
Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family (YloU)	0	1	1	NA	COG1302	GC_00000260, GC_00000769, GC_00001491	1	1	39	18
Argininosuccinate lyase (ArgH) (PDB:1AOS)	0	1	1	NA	COG0165	GC_00000508	1	1	39	18
ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)	0	1	1	NA	COG1132	GC_00000020, GC_00000043, GC_00000072, GC_00000080, GC_00000083, GC_00000811, GC_00001166, GC_00001563, GC_00001979, GC_00002033, GC_00002049, GC_00002360	1	1	39	18
Ribosome maturation factor RimP (RimP) (PDB:1IB8)	0	1	1	NA	COG0779	GC_00000369	1	1	39	18
